식품코드,식품명,데이터구분코드,데이터구분명,식품기원코드,식품기원명,식품대분류코드,식품대분류명,대표식품코드,대표식품명,식품중분류코드,식품중분류명,식품소분류코드,식품소분류명,식품세분류코드,식품세분류명,영양성분함량기준량,에너지(kcal),수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),인(mg),칼륨(mg),나트륨(mg),비타민 A(μg RAE),레티놀(μg),베타카로틴(μg),티아민(mg),리보플라빈(mg),니아신(mg),비타민 C(mg),비타민 D(μg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),니코틴산(mg),니코틴아마이드(mg),비오틴 / 바이오틴(μg),비타민 B6 (mg),비타민 B12(μg),엽산(μg DFE),콜린(mg),판토텐산(mg),비타민 D2(μg),비타민 D3(μg),비타민 E(mg α-TE),알파 토코페롤(mg),베타 토코페롤(mg),감마 토코페롤(mg),델타 토코페롤(mg),알파 토코트리에놀(mg),베타 토코트리에놀(mg),감마 토코트리에놀(mg),델타 토코트리에놀(mg),비타민 K(μg),비타민 K1(μg),비타민 K2(μg),갈락토오스(g),과당(g),당알콜(g),맥아당(g),알룰로오스(g),에리스리톨(g),유당(g),자당(g),타가토스(g),포도당(g),불포화지방(g),EPA + DHA(mg),가돌레산(20:1 n-11) / 에이코센산(20:1 n-9)(mg),감마 리놀렌산(18:3 n-6)(mg),네르본산(24:1)(mg),도코사디에노산(22:2)(mg),"도코사펜타에노산(DPA, 22:5 n-3)(mg)","도코사헥사에노산(DHA, 22:6 n-3)(mg)",디호모리놀렌산(20:3 n-3)(mg),라우르산(12:0)(mg),리그노세르산(24:0)(mg),리놀레산(18:2 n-6)(g),미리스톨레산(14:1)(mg),미리스트산(14:0)(mg),박센산(18:1 n-7)(mg),베헨산(22:0)(mg),부티르산(4:0)(mg),스테아르산(18:0)(mg),스테아리돈산(18:4 n-3)(mg),아라키돈산(20:4 n-6)(mg),아라키드산(20:0)(mg),알파리놀렌산(18:3 n-3)(g),에루크산(22:1)(mg),에이코사디에노산(20:2 n-6)(mg),에이코사트리에노산(20:3 n-6)(mg),"에이코사펜타에노산(EPA, 20:5 n-3)(mg)",오메가3 지방산(g),오메가6 지방산(g),올레산(18:1 n-9)(mg),카프로산(6:0)(mg),카프르산(10:0)(mg),카프릴산(8:0)(mg),트라이데칸산(13:0)(mg),트랜스 리놀레산(18:2t)(mg),트랜스 리놀렌산(18:3t)(mg),트랜스 올레산(18:1 trans n-9)(mg),트리코산산(23:0)(mg),팔미톨레산(16:1)(mg),팔미트산(16:0)(mg),펜타데칸산(15:0)(mg),헨에이코산산(21:0)(mg),헵타데센산(17:1)(mg),헵타데칸산(17:0)(mg),구리(μg),마그네슘(mg),망간(mg),몰리브덴(μg),불소(mg),셀레늄(μg),아연(mg),염소(mg),요오드(μg),크롬(μg),아미노산(mg),필수아미노산(mg),비필수아미노산(mg),글루탐산(mg),글리신(mg),라이신(mg),류신 / 루신(mg),메티오닌(mg),발린(mg),세린(mg),시스테인(mg),아르기닌(mg),아스파르트산(mg),알라닌(mg),이소류신 / 이소루신(mg),타우린(mg),트레오닌(mg),트립토판(mg),티로신(mg),페닐알라닌(mg),프롤린(mg),히스티딘(mg),카페인(mg),토코페롤(mg),토코트리에놀(mg),출처코드,출처명,식품중량,업체명,데이터생성방법코드,데이터생성방법명,데이터생성일자,데이터기준일자
D202-112000000-0022,크로켓(고로케)_잡채 고로케,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2112,크로켓(고로케),211200,해당없음,21120000,해당없음,0,해당없음,100g,312,,7.41,,,,7.41,,,,,,449.0,,,,,,,,,,4.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,108g,따삐오,2,수집,2022-10-30,2025-04-08
D202-112000000-0023,크로켓(고로케)_중화잡채 고로케,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2112,크로켓(고로케),211200,해당없음,21120000,해당없음,0,해당없음,100g,369,,7.69,,,,7.69,,,,,,454.0,,,,,,,,,,5.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,78g,송사부수제쌀고로케,2,수집,2023-10-31,2025-04-08
D202-112000000-0024,크로켓(고로케)_추억의사라다 고로케,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2112,크로켓(고로케),211200,해당없음,21120000,해당없음,0,해당없음,100g,296,,4.62,,,,3.85,,,,,,292.0,,,,,,,,,,4.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,127g,뚜레쥬르,2,수집,2023-10-31,2025-04-08
D202-112000000-0025,크로켓(고로케)_칠리꽃맛살 고로케,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2112,크로켓(고로케),211200,해당없음,21120000,해당없음,0,해당없음,100g,345,,7.0,,,,6.0,,,,,,450.0,,,,,,,,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,100g,파리바게뜨,2,수집,2022-10-30,2025-04-08
D202-112000000-0026,크로켓(고로케)_크림치즈 고로케,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2112,크로켓(고로케),211200,해당없음,21120000,해당없음,0,해당없음,100g,380,,7.5,,,,11.25,,,,,,191.0,,,,,,,,,,9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,80g,송사부수제쌀고로케,2,수집,2023-10-31,2025-04-08
D202-112000000-0027,크로켓(고로케)_피자 고로케,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2112,크로켓(고로케),211200,해당없음,21120000,해당없음,0,해당없음,100g,293,,7.78,,,,6.67,,,,,,320.0,,,,,,,,,,4.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,90g,송사부수제쌀고로케,2,수집,2023-10-31,2025-04-08
D202-112000000-0028,크로켓(고로케)_NEW정통 고로케,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2112,크로켓(고로케),211200,해당없음,21120000,해당없음,0,해당없음,100g,300,,8.33,,,,5.0,,,,,,400.0,,,,,,,,,,3.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,120g,뚜레쥬르,2,수집,2023-10-31,2025-04-08
D202-112000000-0029,크로켓(고로케)_고기가득부추 고로케,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2112,크로켓(고로케),211200,해당없음,21120000,해당없음,0,해당없음,100g,314,,9.0,,,,7.0,,,,,,444.0,,,,,,,,,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,100g,송사부수제쌀고로케,2,수집,2023-10-31,2025-04-08
D202-112000000-0030,크로켓(고로케)_고기야채 고로케,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2112,크로켓(고로케),211200,해당없음,21120000,해당없음,0,해당없음,100g,294,,7.78,,,,3.33,,,,,,378.0,,,,,,,,,,4.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,90g,송사부수제쌀고로케,2,수집,2023-10-31,2025-04-08
D202-112000000-0031,크로켓(고로케)_남해마늘로만든마늘치킨 고로케,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2112,크로켓(고로케),211200,해당없음,21120000,해당없음,0,해당없음,100g,286,,10.0,,,,11.82,,,,,,364.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,110g,뚜레쥬르,2,수집,2023-10-31,2025-04-08
D202-112000000-0032,크로켓(고로케)_마늘치킨 고로케,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2112,크로켓(고로케),211200,해당없음,21120000,해당없음,0,해당없음,100g,286,,10.0,,,,11.8,,,,,,364.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,100g,송사부수제쌀고로케,2,수집,2023-10-31,2025-04-08
D202-112000000-0034,크로켓(고로케)_매콤마요 감동란 코로케,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2112,크로켓(고로케),211200,해당없음,21120000,해당없음,0,해당없음,100g,296,,9.0,,,,3.0,,,,,,502.0,,,,,,,,,,6.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,130g,송사부수제쌀고로케,2,수집,2023-10-31,2025-04-08
D202-112000000-0035,크로켓(고로케)_매콤에그마요 고로케,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2112,크로켓(고로케),211200,해당없음,21120000,해당없음,0,해당없음,100g,290,,9.0,,,,5.0,,,,,,470.0,,,,,,,,,,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,100g,뚜레쥬르,2,수집,2023-10-31,2025-04-08
D202-112000000-0036,크로켓(고로케)_볶음김치 고로케,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2112,크로켓(고로케),211200,해당없음,21120000,해당없음,0,해당없음,100g,290,,6.67,,,,4.44,,,,,,294.0,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,90g,송사부수제쌀고로케,2,수집,2023-10-31,2025-04-08
D202-112000000-0037,크로켓(고로케)_불고기피자 고로케,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2112,크로켓(고로케),211200,해당없음,21120000,해당없음,0,해당없음,100g,277,,4.5,,,,4.0,,,,,,348.0,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,100g,송사부수제쌀고로케,2,수집,2023-10-31,2025-04-08
D202-112000000-0038,크로켓(고로케)_오븐에구운 고로케,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2112,크로켓(고로케),211200,해당없음,21120000,해당없음,0,해당없음,100g,263,,5.7,14.9,,26.6,5.8,,,,,,336.0,,,,,,,,,,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,200g,롤링핀,2,수집,2023-10-31,2025-04-08
D202-112000000-0039,크로켓(고로케)_치즈퐁당감자 고로케,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2112,크로켓(고로케),211200,해당없음,21120000,해당없음,0,해당없음,100g,339,,10.48,,,,10.48,,,,,,412.0,,,,,,,,,,6.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,105g,송사부수제쌀고로케,2,수집,2023-10-31,2025-04-08
D202-112000000-0040,크로켓(고로케)_하와이안 비프,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2112,크로켓(고로케),211200,해당없음,21120000,해당없음,0,해당없음,100g,233,,8.8,9.0,,29.3,5.7,,,,,,295.0,,,,,,,,,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,180g,롤링핀,2,수집,2023-10-31,2025-04-08
D202-112000000-0041,크로켓(고로케)_화끈한 마라고로케,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2112,크로켓(고로케),211200,해당없음,21120000,해당없음,0,해당없음,100g,310,,7.0,17.0,,33.0,7.0,,,,,,700.0,,,,,,,,,5.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,100g,파리바게뜨,2,수집,2023-10-31,2025-04-08
D202-113000000-0001,크림빵_고소한 흑임자크림빵,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2113,크림빵,211300,해당없음,21130000,해당없음,0,해당없음,100g,328,,5.97,,,,13.43,,,,,,194.0,,,,,,,,,,11.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,67g,뚜레쥬르,2,수집,2022-10-30,2025-04-08
D202-113000000-0002,크림빵_골든크림메론빵,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2113,크림빵,211300,해당없음,21130000,해당없음,0,해당없음,100g,320,,5.0,,,,16.0,,,,,,240.0,,,,,,,,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,100g,파리바게뜨,2,수집,2022-10-30,2025-04-08
D202-113000000-0003,크림빵_까까웨뜨,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2113,크림빵,211300,해당없음,21130000,해당없음,0,해당없음,100g,407,,8.64,,,,14.81,,,,,,284.0,,,,,,,,,,12.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,79g,뚜레쥬르,2,수집,2023-10-31,2025-04-08
D202-113000000-0004,크림빵_나눠먹는크림빵,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2113,크림빵,211300,해당없음,21130000,해당없음,0,해당없음,100g,428,,7.0,,,,19.0,,,,,,470.0,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,234g,따삐오,2,수집,2022-10-30,2025-04-08
D202-113000000-0005,크림빵_단팥크림코팡,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2113,크림빵,211300,해당없음,21130000,해당없음,0,해당없음,100g,271,,5.88,,,,18.82,,,,,,200.0,,,,,,,,,,4.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,85g,파리바게뜨,2,수집,2022-10-30,2025-04-08
D202-113000000-0006,크림빵_동글동글순우유롤,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2113,크림빵,211300,해당없음,21130000,해당없음,0,해당없음,100g,361,,7.54,,,,11.88,,,,,,330.0,,,,,,,,,,10.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,345g,뚜레쥬르,2,수집,2022-10-30,2025-04-08
D202-113000000-0007,크림빵_딸기샌드케이크 크림빵,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2113,크림빵,211300,해당없음,21130000,해당없음,0,해당없음,100g,252,,4.0,,,,24.0,,,,,,164.0,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,191g,따삐오,2,수집,2022-10-30,2025-04-08
D202-113000000-0008,크림빵_딸기흑임자크림빵,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2113,크림빵,211300,해당없음,21130000,해당없음,0,해당없음,100g,286,,5.19,,,,11.69,,,,,,156.0,,,,,,,,,,9.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,77g,뚜레쥬르,2,수집,2022-10-30,2025-04-08
D202-113000000-0009,크림빵_땅콩크림빵,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2113,크림빵,211300,해당없음,21130000,해당없음,0,해당없음,100g,431,,8.75,,,,15.0,,,,,,275.0,,,,,,,,,,11.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,80g,파리바게뜨,2,수집,2022-10-30,2025-04-08
D202-113000000-0010,크림빵_리얼초코소라빵,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2113,크림빵,211300,해당없음,21130000,해당없음,0,해당없음,100g,301,,7.35,,,,16.18,,,,,,265.0,,,,,,,,,,6.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,68g,뚜레쥬르,2,수집,2023-10-31,2025-04-08
D202-113000000-0011,크림빵_매직모카크림빵,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2113,크림빵,211300,해당없음,21130000,해당없음,0,해당없음,100g,427,,6.73,,,,21.35,,,,,,254.0,,,,,,,,,,13.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,340g,뚜레쥬르,2,수집,2023-10-31,2025-04-08
D202-113000000-0012,크림빵_민트초코 생크림 브레드,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2113,크림빵,211300,해당없음,21130000,해당없음,0,해당없음,100g,309,,4.15,,,,17.36,,,,,,295.0,,,,,,,,,,9.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,3,식품의약품안전처,265g,이디야,2,수집,2022-07-08,2025-04-08
D202-113000000-0013,크림빵_밀크크림브레드,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2113,크림빵,211300,해당없음,21130000,해당없음,0,해당없음,100g,221,,5.26,,,,9.47,,,,,,253.0,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,95g,파리바게뜨,2,수집,2022-10-30,2025-04-08
D202-113000000-0014,크림빵_바닐라슈,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2113,크림빵,211300,해당없음,21130000,해당없음,0,해당없음,100g,307,,6.67,,,,3.33,,,,,,123.0,,,,,,,,,,6.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,30g,롤링핀,2,수집,2022-10-30,2025-04-08
D202-113000000-0015,크림빵_바닐라크로캉롱슈,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2113,크림빵,211300,해당없음,21130000,해당없음,0,해당없음,100g,314,,4.65,,,,15.12,,,,,,47.0,,,,,,,,,,13.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,3,식품의약품안전처,86g,투썸플레이스,2,수집,2022-07-12,2025-04-08
D202-113000000-0016,크림빵_부드러운모카크림빵,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2113,크림빵,211300,해당없음,21130000,해당없음,0,해당없음,100g,407,,5.71,,,,17.14,,,,,,314.0,,,,,,,,,,11.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,70g,파리바게뜨,2,수집,2022-10-30,2025-04-08
D202-113000000-0017,크림빵_부드러운후레쉬크림샌드빵,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2113,크림빵,211300,해당없음,21130000,해당없음,0,해당없음,100g,385,,6.2,,,,12.96,,,,,,324.0,,,,,,,,,,12.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,355g,뚜레쥬르,2,수집,2023-10-31,2025-04-08
D202-113000000-0018,크림빵_브리오슈슈크레,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2113,크림빵,211300,해당없음,21130000,해당없음,0,해당없음,100g,740,,8.0,,,,37.33,,,,,,440.0,,,,,,,,,,26.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,3,식품의약품안전처,75g,투썸플레이스,2,수집,2022-07-12,2025-04-08
D202-113000000-0019,크림빵_생크림빵,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2113,크림빵,211300,해당없음,21130000,해당없음,0,해당없음,100g,310,,7.14,,,,10.0,,,,,,419.0,,,,,,,,,,11.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,70g,따삐오,2,수집,2022-10-30,2025-04-08
D202-113000000-0020,"크림빵_순,딸기산도",D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2113,크림빵,211300,해당없음,21130000,해당없음,0,해당없음,100g,265,,4.9,,,,11.76,,,,,,196.0,,,,,,,,,,6.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,102g,뚜레쥬르,2,수집,2022-10-30,2025-04-08
D202-113000000-0021,크림빵_순진우유크림빵,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2113,크림빵,211300,해당없음,21130000,해당없음,0,해당없음,100g,264,,7.14,,,,14.29,,,,,,229.0,,,,,,,,,,5.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,70g,뚜레쥬르,2,수집,2023-10-31,2025-04-08
D202-113000000-0024,크림빵_스노우쿠키슈,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정보),2,빵 및 과자류,2113,크림빵,211300,해당없음,21130000,해당없음,0,해당없음,100g,320,,6.0,,,,12.0,,,,,,198.0,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,3,식품의약품안전처,50g,이디야,2,수집,2022-07-08,2025-04-08
