recipe_id,recipe_nm_ko,servings,ty_nm,cooking_time,level_nm,ingredient_full,step_text,tag
1163,감자수제비,2,면/만두,60,아무나,"['감자 2개', '애호박 1/4개', '양파 1/2개', '대파 1대', '국간장 1/2큰술', '다진마늘 1/2큰술', '소금 약간', '밀가루 1컵', '소금 약간', '찬물 적당량', '국물용멸치 20마리', '다시마                                                                                5cmx5cm 2장', '물 7컵']","['1. 밀가루1컵 + 소금 약간 + 찬물을 넣고 반죽을 만들어 치댄 후 랩에 씌워 냉장고에 보관해주세요.', '2. 감자는 껍질을 벗겨 애호박, 양파와 함께 0.5cm 두께의 부채꼴 모양으로 썰어주세요. \n대파는 송송썰어 준비합니다.', '3. 국물용멸치20마리 + 다시마 2장 + 물 7컵을 넣고 멸치다시마 육수를 끓여 주세요. \n센불에서 물이 끓어 오르기 시작 하면 다시마를 건지고 중약불로 줄여 5분간 더 끓여주세요. \n그런다음 멸치를 건저내 깨끗한 국물을 만들어 줍니다.', '4. 끓는 다시마 육수에 감자를 넣고 센불에서 끓이기 시작 합니다.', '5. 끓어 오르면 약불로 줄인 다음 미리 만들어 놓은 반죽을 떠 넣어주세요.', '6. 반죽이 끓어 오르기 시작 하면 양파와 애호박을 넣고', '7. 국간장 0.5큰술, 다진마늘 0.5큰술, 소금 약간, 대파를 넣고 3분간 더 끓여 마무리 합니다.']","['밀가루요리', '수제비', '간단한수제비', '한끼음식', '뜨끈한음식', '국물요리']"
1164,얼큰수제비,1,면/만두,30,아무나,"['밀가루 ', '청양고추 ', '호박 ', '양파 ', '당근 ', '파 ', '계란 ', '물 ', '고추가루 1/2큰술', '국간장 1큰술', '고추장 1큰술', '된장 1큰술', '다시다 ', '국멸치 5마리', '다시마 2개', '소금 ']","['1. 멸치와 다시마로 육수를 내주세요', '2. 수제비 반죽\n밀가루와 계란, 물, 소금을 넣고 섞어서 반죽해주세요', '3. 수저로 살살 섞다가 뭉쳐지면 손으로 치대주세요', '4. 반죽이 완성되면', '5. 랩을 씌워서 냉장실에 20분정도 숙성시켜주세요^^', '6. 야채들을 준비하세요', '7. 육수에 된장을 풀고', '8. 고추장도 풀고', '9. 야채를 넣고 끓이시다가', '10. 수제비반죽을 똑 똑 떼어서 얇게 먹기좋은 크기로 넣어줍니다', '11. 국간장도 넣어주시고 간보시고 다시다^^;; 넣어주세요\n전 맛보고 뭔가 부족한것같아 다시다를..', '12. 고추가루도 넣고\n팔팔 끊여내면 완성~!!', '13. 맛있는 얼큰한 수제비!!\n저는 땀 뻘뻘 흘리면서 먹었어요 휴..\n너무 맵지는 않은데 뭔가 얼큰한~~!!! 그런 수제비가 먹고싶을땐 이렇게 한그릇 어떠신가요?^^']",[]
1165,탕수만두,2,면/만두,30,초급,"['군 만두 7-8개', '목이버섯 2조각', '당근 1/5개', '양파(소) 1/2개', '식용유 3큰술', '빨간 파프리카 1/5개', '노란 파프리카 1/5개', '물                                                                                200ml 1컵', '간장 2큰술', '설탕 6큰술', '레몬즙 5큰술', '감자전분                                                                                수북히 1큰술', '물 4큰술']","['1. 목이버섯은 물에 불려주세요.목이버섯은 물에 불리면 미역처럼 불어나기 때문에 2인분 조리시 1-2조각만 사용해도 충분해요.\n불린 목이버섯은 아래쪽 딱딱한 부분을 잘 떼어낸 뒤 손으로 적당한 크기로 찢어서 사용하면 됩니다.', '2. 소스에 들어갈 야채를 준비해주세요.양파는 굵게 채 썰고 나머지 재료는 한입 크기로 썰어서 준비해주세요.', '3. 탕수육 소스와 전분물을 각각 만들어주세요.\n소스 - 물 1컵(200ml), 간장 2큰술, 설탕 6큰술, 레몬즙 5큰술\n전분물 - 감자전분 수북하게 1큰술, 물 4큰술감자 전분은 바닥으로 가라앉는 성질이 있기 때문에\n조리 직전에도 한번 섞어준 뒤 사용해주세요.', '4. 중불로 달군 팬에 식용유 1큰술을 넣고 야채를 1분간 볶아주세요.', '5. 만들어둔 소스를 넣고 1분간 끓이다가 불을 꺼주세요.이 간장소스는 탕수육 만들 때 그대로 활용하셔도 좋아요:)', '6. 전분물을 넣고 빠르게 섞어가며 소스의 농도가 걸쭉해지게 만들어주세요.\n중불에서 1분간 끓여주면 탕수만두 소스 완성입니다.끓이면서 녹말물을 넣고 저어줘도 되지만,\n자칫 녹말물이 떡처럼 덩어리 지게 될 수 있어 안전하게 불을 끈 뒤 녹말물을 풀로 재빨리 저어주세요.\n이건 저도 중식 수업 들을 때 배운 팁이랍니다^^...', '7. 중약 불로 달군 팬에 기름을 자작하게 붓고 만두를 넣어 바싹 구워주세요.', '8. 접시에 군만두를 담고 그 위로 탕수육 소스를 넉넉히 부어주면 완성입니다.']","['탕수만두', '탕수육', '탕수육소스', '냉모밀', '간단요리', '자취요리', '만두', '군만두', '퓨전요리', '만두요리', '중식', '간식', '아이간식', '주말']"
1166,간짜장라면,2,면/만두,10,아무나,"['라면 2개', '양파 2개', '스프 3개', '삼겹살 3줄', '올리브유 약간']","['1. 양파, 돼지고기는 굵게 썬다.', '2. 끓는 물에 면을 삶는다.면 삶은 물은 3숟가락 정도 남겨주세요', '3. 달군 팬에 올리브유를 두르고 삼겹살을 볶는다.팬', '4. 고기가 익으면 양파를 볶다가 건더기 스프를 넣고 볶는다.', '5. 분말 스프를 넣고 볶다가 면 끓은 물을 조금 넣고 볶는다.', '6. 면을 접시에 담고 간짜장을 올려 완성한다.접시']","['놀면뭐하니', '라면', '라면', '간짜장라면', '짜파게티', '간짜장', '이연복', '짜장라면', '짜파게티', '유재석', '짜장라면', 'TV레시피', 'TV요리']"
1167,어묵우동,1,면/만두,15,아무나,"['어묵 1봉', '파 약간', '표고버섯 1개', '맛살 1개', '쯔유 6큰술', '소금 약간', '물 3컵']","['1. 다시마육수를 내주세요(생략 가능)', '2. 물 3컵, 쯔유 6큰술, 소금 약간 넣어주세요', '3. 썰어놓은 어묵을 넣어주세요', '4. 꼬치어묵, 표고버섯, 파, 맛살을 넣어주세요', '5. 우동면을 넣어주세요', '6. 보글보글 끓여주세요', '7. 접시에 담아서 맛있게 드시면 됩니다']",[]
1168,수제비,4,면/만두,30,초급,"['밀가루 2.5컵', '끓는 물 2/3컵', '천일염 1/2작은술', '올리브유 1작은술', '호박 1/4개', '양파 1/2개', '감자 1개', '멸치육수 1.5L', '국간장 1큰술', '천일염 1/2작은술', '고추가루 2큰술', '다진마늘 1큰술', '멸치액젓 1큰술', '김가루 약간', '참기름 약간', '통깨 약간']","['1. 밀가루는 2컵 반을 볼에 넣어주고요. 화산처럼 구멍을 가운데 만들어주세요.', '2. 만물상 김가연표 쫄깃한 수제비 반죽의 비법은 익반죽인데요. 익반죽을 하면 밀가루의 글루텐이 활성화되면서 쫄깃해진답니다. 끓는 물 2/3컵에 천일염 1/2 티스푼과 올리브유 1작은술을 다 섞어줍니다.', '3. 수제비 반죽에 익반죽용 물을 가운데 넣어주고 주걱으로 대충 저은 후 손반죽을 합니다. 약간 진듯한 느낌이 숙성이 되면서 알맞은 반죽이 됩니다.', '4. 비닐에 수제비 반죽을 넣어서 냉장고에서 잠시 숙성시켜줍니다.', '5. 감자와 호박은 반달 썰기하고 감자는 찬물에 헹궈서 전분기를 빼줍니다. 양파는 채썰어주고 대파는 어슷썰어줍니다.', '6. 얼큰 수제비를 만들기 위해 고추가루 2큰술, 다진마늘 1큰술, 멸치액젓 1큰술을 섞어둡니다. 요렇게 섞어두면 숙성되어서 고추가루 날내가 안 나지요.', '7. 멸치 육수를 준비하시구요. 여기에 국간장 1큰술과 굵은 소금 1/2작은술을 넣었어요.', '8. 수제비를 빨리 만들기 위해서는 반죽을 밀어서 넣어주는 것이 골고루 빨리 익힐 수 있어 좋지요.', '9. 대충 밀어서 3등분하고 수제비를 만들면 훨씬 빨리 떠서 넣을 수 있어서 수제비가 불지 않아요.', '10. 멸치육수에 감자, 호박, 양파를 넣고 끓이다가 수제비 반죽을 떠서 넣어줍니다. 그런 다음 고추가루 양념을 넣어줍니다.', '11. 수제비가 떠오르면 익은 것이구요. 마지막에 대파를 넣어줍니다.']","['얼큰수제비', '수제비', '만물상김가연표수제비반죽', '익반죽수제비']"
1169,메밀소바,1,면/만두,30,초급,"['무 ', '쪽파 ', '고추냉이 ', '김가루 ', '오이 ', '동치미무(쌈무) ', '쯔유 2', '냉수 3']","['1. 쯔유와 냉수를 2:3의 비율로 섞어 잠시 냉동실에 넣어둔다.', '2. 무 한토막을 강판에 간다. 이때 무의 뿌리쪽 초록부분을 가는 것이 맛이 더 좋아요 맛이 더 달기 때문에 무를 생으로 즐기실 때는 초록부분을 사용하세요~', '3. 간 무를 고운 체에 넣고 생수를 뿌려 헹구면서 매운맛을 씻겨낸다.', '4. 고추냉이 가루를 찬물에 갠다. 비율은 1:1 정도', '5. 동치미무는 얇게 썰고 오이는 곱게 채썰고 쪽파는 송송 썰어 준비한다.', '6. 재료준비하는 동안 면 삶을 물을 올려 끓으면 면을 삶아내 찬물에 여러번 헹궈 전분기를 제거한다.', '7. 냉동실에 넣어두었던 그릇을 꺼내 면을 담고 면 위에 준비한 재료들을 올린 후 얼음을 담는다.', '8. 쯔유를 희석한 물을 담고는 김가루와 쪽파를 뿌려낸다.']",[]
1170,열무국수,2,면/만두,10,아무나,"['열무 1공기', '달걀 1개', '오이 1/2개', '당근 1/6개', '국수 2인분', '통깨 1T', '방울토마토 2개', '열무김치국물 1컵', '식초 2T', '설탕 1T', '매실액 2T', '다진마늘 1/2T', '소금 1/2T', '물 2컵']","['1. 분량의 재료를 준비해주세요.\n국수 1인분은 500원짜리 크기의 양으로\n열무김치와 김칫국물,국수는 필수재료입니다.', '2. 방울토마토는 반으로 가라 준비하고\n당근과 오이는 얇게 채썰어주세요.채소는 냉장고 사정에따라 준비해주세요.', '3. 고명용 달걀은 찬물에 소금 1/2T를 넣고 달걀을 잠기도록 넣어 삶아주세요.\n달걀 삶는시간은 완숙은 물이 끓은 후 15분, 반숙은 물이 끓은 후 10분 내외입니다.', '4. 열무국수 만드는법의 포인트,\n육수 만드는 법이에요,\n김칫국물 종이컵 1컵분량과 물을 2컵 부은 후 다진마늘 1/2T, 매실액 2T, 식초 2T, 설탕 1T, 소금 1/2T를 넣고 잘 섞어주세요.\n잘 섞어준 후엔 냉동실에 잠시 넣어\n시원하게 보관해주세요.', '5. 재료준비가 완료되면 마지막으로 국수를 삶아주세요. 물을 넉넉히 붓고 소금 1/2T를 넣은 후 물이 파르르 끓어오르면 물 1컵을 붓고 또다시 파르르 끓어오르면 물 1컵을 더 넣어준 후 끓어오르면 불을 꺼주세요.\n면을 쫄깃하게 삶는 법입니다.\n면은 건져서 찬물에 헹궈 바락바락 씨어 전분기를 없애주세요.', '6. 그릇에 면-육수-열무-당근-오이-계란-토마토를 올려주면 열무국수 완성,']","['국수요리', '국수', '열무', '여름별미', '열무국수', '여름요리', '메뉴', '점심', '저녁', '아침', '면요리', '열무국수만드는법', '열무국수만들기', '열무국수레시피', '열무요리', '색다른국수', '열무국수육수', '국수육수', '일상', '한그릇요리', '한접시요리', '맛보장', '간편요리', '초간단', '초간단한요리', '간단한요리', '간단한메뉴', '간단메뉴', '점심메뉴', '실패없는', '레시피', '아이', '아이반찬', '시원한요리', '주말요리', '초스피드', '10분요리']"
1171,토마토스파게티,2,면/만두,30,아무나,"['스파게티 면 2인분', '다진마늘 1t', '양파 1/2개', '양송이 버섯 2개', '브로콜리 1/3개', '파프리카 1/3개', '토마토 1개', '토마토소스 5T', '소금 약간', '후추 약간', '모짜렐라 피자 치즈 2줌']","['1. 스파게티 면은 깊은 냄비또는 넓은 냄비의 물이 팔팔 끓을 때 넣어 7~10분 취향에 맞게 삶아줍니다.생략해도 되지만 삶을 때 (재료 외)올리브오일 약간, 굵은소금 약간 넣고 삶으세용! 굵은 소금은 물 1L당 1T정도가 좋아요. 스파게티 면을 삶은 후 면만 건지고 물은 다 버려요. 워낙 수분이 많은 스파게티라 면수는 따로 사용 안해요.올리브오일, 굵은 소금깊은 냄비 또는 넓은 냄비 ,  강불올리브오일은 면이 서로 안달라 붙게, 소금은 면에 간이 배게 해 준답니다! 추가로 올리브오일을 건져낸 면에 충분히 묻혀 코팅해 놓으면 면이 금방 안 불고 좋아요~', '2. 올리브유를 한바퀴 빙 둘러 중불에서 예열한 팬에 다진 마늘, 한번 씻고 껍질을 벗겨 채썬 양파를 넣고 약 10초 볶습니다.올리브오일팬 ,  주걱중불', '3. 한 번 씻고 큼직하게 깍뚝 썬 토마토, 파프리카, 브로콜리를 넣고 재료들이 노릇하게 익을 때 까지 볶습니다. 토마토는 주걱 등으로 뭉개가면서 물이 나오게끔 요리해주심 좋아요! 소금, 후추 약간으로 간 해주시고요~~중불토마토 껍질이 좀 질기다 싶으면 뜨거운 물에 살짝 담궜다 빼서 껍질을 벗겨 주시는게 좋아요.', '4. 버섯은 금방 익으니까 마지막에 넣고 한 30초만 더 같이 볶아줘요.중불', '5. 이제 토마토 소스 넣고 강불에서 소스가 한 번 끓을 때 까지만 가열해줍니다.강불', '6. 소스가 끓으면 중불로 다시 낮추고 삶아 둔 스파게티 면을 넣고 잘 섞어줘요.중불', '7. 오븐에 넣어도 안전한 내열용기에 토마토 스파게티를 담고. 치즈 없이 이렇게만 먹어도 정말 맛있답니다!내열용기', '8. 치즈를 윗면 다 덮을 만큼 듬뿍 얹고 파슬리가루를 살짝 뿌려주세요.파슬리가루', '9. 그리고선 200도로 예열된 오븐에 넣어 치즈가 노릇해질 때 까지만 구워주심 완성~ 한 7~10분 걸려요.취향에 따라 그라나파다노 치즈, 파마산치즈 등.오븐 200도막 가끔 다른 분들 보면 치즈가 그냥 하얗게 녹을 때 까지만 굽는 경우가 많은데.. 이렇게 윗면이 노릇노릇해질 때 까지 충분히 구워주세요~']","['토마토', '양송이버섯', '양송이', '파프리카', '피망', '브로콜리', '토마토소스', '치즈', '피자치즈', '모짜렐라치즈', '스파게티', '초간단', '초스피드', '손님접대', '초대요리', '점심', '저녁', '점심메뉴', '저녁메뉴', '파스타', '토마토스파게티', '치즈스파게티', '치즈오븐스파게티', '토마토파스타', '치즈오븐토마토스파게티', '간식', '아이들간식']"
1172,수제비,,면/만두,,,"['밀가루(중력분) 1컵', '물 50ml', '소금 1/2t', '숙성 시 물 1T']","['1. 언제나 시작 전 손씻기는 필수!! 재료 준비 전 손을 깨끗하게 씻어주세요^^', '2. 반죽을 하기 적당한 볼에 밀가루(중력분)과 물을 넣겠습니다. 200ml짜리 컵으로 중력분 밀가루를 한컵 넣고 물은 정확히 50ml맞춰주시면 딱 대중적인 수제비 반죽을 만드실 수 있어요!', '3. 손 끝을 이용해서 먼저 몽울몽울~~ 반죽을 살살 섞어주세요.', '4. 그러다가 어느정도 덩어리가 생기면 이렇게 힘을 주어 치대기 시작해 주시면 되는데요. 저는 5분정도 힘껏 치대었습니다. \n성인 남성 힘으로 5분, 여성분들은 12분 정도 치대셔야 될거에요~ 핸드믹서,스탠딩믹서 사용시 1단에서 5분 작동시켜주시면 적당합니다^^', '5. 그리고 치댄 반죽을 그릇에 담아 물1T를 위에 뿌려주세요.', '6. 깔끔하게 랩을 씌워서 이제 숙성해 볼꺼에요!수제비 반죽을 냉장고에 넣고 15분간 숙성해 주시면 됩니다.', '7. 이렇게 잘 반죽된 수제비로 맛있는 수제비요리 만드시면 좋겠죠!^^']",[]
1173,스파게티,2,면/만두,30,아무나,"['토마토                                                                                큰것 2개', '양파 1/4개', '다진마늘 2숟갈', '올리브유 조금', '케찹                                                                                색깔내기용도 조금', '소금 조금', '설탕 조금', '파슬리가루 조금']","['1. 토마토를 깨끗이 씻어 열십자로 칼집내고 끓는물에 살짝 데쳐 껍질벗기기', '2. 양파는 먹기좋을정도로 다지거나 깍뚝썰고, 올리브유 두른팬에 양파,다진마늘 살짝 볶아주기.\n팬에 토마토 넣고 으깨주기', '3. 몽글몽글 끓여주며 케찹 살짝풀어 색깔맞추고, 맛을 봐 소금,설탕 살짝씩 넣어 간맞추기', '4. 파슬리넣고 좀더끓여주면 맛있는 토마토페이스트 완성! 참 쉽죠잉?', '5. 스파게티면 맛있게 삶아 포크에 돌돌말아 호로록 찹찹~^^\n정말 맛나네요~']","['스파게티', '토마토페이스트', '토마토소스스파게티만들기']"
1174,크림파스타,2,면/만두,30,아무나,"['파스타면 2인분', '베이컨 5줄', '양파 1/2개', '새송이버섯 1개', '슬라이스치즈 1장', '마늘 3알', '새우                                                                                생략가능 조금', '우유 250ml', '생크림 250ml', '슬라이스치즈 1장', '올리브유 적당량', '소금 약간', '후추 약간', '파마산치즈가루 적당량']","['1. 버섯은 양송이버섯으로 하면 좋지만\n없을땐 새송이버섯도 좋아요^^', '2. 양파는 채, \n마늘과 버섯은 적당한 크기의 편으로\n썰어서 준비해주세요', '3. 면을 삶아줄 물에는 간을 맞춰줄 소금1T와 면끼리 붙지않기위한 올리브유를 조금 둘러 준비해주세요', '4. 물이 끓으면 면을 넣어주세요\n면삶는 시간은 면의 포장지에 표시되어 있는 시간보다 2분정도 줄여서 삶아주세요', '5. 삶아진 면은 체에 받쳐 물기를 빼고 올리브유를 듬뿍둘러 면을 코팅해주세요다른 국수면처럼 찬물로 헹궈내면 안되요^^', '6. 올리브유를 두른 팬에 마늘을 먼저 볶아주세요팬을 한쪽으로 기울여 볶으면 더 골고루 잘익힐수 있답니다', '7. 마늘향이 솔솔올라오면 양파를 넣어주세요.\n양파가 투명해질때쯤 버섯도 함께 넣어주세요', '8. 그런다음 베이컨을 넣고, 새우도 넣은후 잘 볶아주세요이때 화이트와인을 조금 둘러주면 잡내를 제거할수 있어요.\n없으면 패쓰!', '9. 생크림과 우유는 1:1비율로 넣어주세요', '10. 한번 부르르 끓어오르면 슬라이스 치즈를 한장 넣어주세요', '11. 치즈가 녹고나면 면을 넣고 소스가 잘베도록 졸여주세요약불', '12. 취향에 따라 우유나 생크림으로 농도 조절해주세요.\n마지막으로 소금 후추로 간을 해주면 완성!파마산 치즈가 있다면 함께 뿌려주면 더좋아요^^']","['크림파스타', '크림스파게티', '크림파스타만들기', '크림스파게티만들기']"
1175,나폴리탄스파게티,1,면/만두,15,아무나,"['스파게티면 100g', '양파 중간것                                                                                or 작은것1개 1/2개', '비엔나 소시지 5~6개', '케첩 3~4큰술', '굴소스 1작은술', '설탕 1꼬집']","['1. 스파게티면은 취향대로 삶아주세요', '2. 양파와 소시지는 적당한 두께로 썰어줍니다\n저는 별다른 재료를 넣지 않았지만 블랙올리브, 양송이 버섯 등을 넣으면 더 맛있어요', '3. 식용유를 두른 팬에 중불에서 양파가 적당히 익을 정도로만 볶아줍니다', '4. 양파가 적당히 볶아졌을때 썰어둔 소시지를 넣고 타지 않게 볶아줍니다 이 과정에서 설탕한꼬집을 넣고 볶아줍니다', '5. 삶아진 면을 넣고 면이 풀어질때까지 볶아준 후에 불을 거의 끈 상태로 놓고 케찹과 굴소스를 넣고 간을 맞춰 줍니다 보통 1인분에는 3~4큰술의 케첩이 들어가지만 1큰술씩 넣으면서 간을 맞춰주세요', '6. 마지막으로 불을 끄고 후추를 개인취향에 맞게 뿌리고 마무리 합니다', '7. 저는 후추를 뿌려 마무리했지만 취향별로 파마산치즈 가루나 핫소스, 오레가노나 파슬리 같은 향신료를 더하셔도 맛있습니다']","['나폴리탄스파게티', '파스타', '스파게티', '일본식파스타', '케첩스파게티']"
1176,멸치김치국수,2,면/만두,30,아무나,"['소면 2인분', '신 김치 2줌', '김가루 ', '물 8컵', '국물멸치 큰 사이즈 20마리', '멸치 액젓 2스푼', '다진 마늘 0.3스푼', '청주 1스푼', '소금 약간', '후춧가루 적당히', '설탕 0.3스푼', '참기름 0.5스푼', '통깨 0.5스푼']","['1. 냄비에 물 8컵을 부어주고 멸치 큰 사이즈 20마리 정도 넣어\n진한 멸치육수를 끓여줍니다.\n이때 멸치 똥 제거하시는 거 잊지 마세요.', '2. 뚜껑을 열고 팍팍 끓이다 보면 멸치육수가 대략 5~6컵 정도 나올 거예요.\n국물이 다 우러난 멸치를 체에 밭쳐서\n맑은 육수만 사용합니다.\n여기에 멸치 액젓 2, 다진 마늘 0.5, 청주 1을 넣어 한소끔 더 끓여 줍니다.\n드셔보시고 부족한 간은 소금으로 해주시면 돼요.\n취향에 따라 후춧가루 적당량을 넣어주세요.\n이때 육수 간이 조금 강해도 괜찮아요.\n국수를 말게 도면 싱거워 지니깐 그것 감안해서 본인 입맛에 맞게 간을 해주세요.', '3. 김치를 송송 썰어 설탕 0.3, 참기름 0.5, 통깨 0.5를 넣어 조물조물 무쳐주세요.', '4. 물에 굵은소금을 살짝 넣어주고\n물이 팔팔 끓으면 소면을 넣어 삶아주세요.', '5. 국수를 넣고 우르르 물이 올라오면\n찬물 1컵을 나눠 조금씩 부어주고\n1분마다 젓가락을 저어가며 익혀주세요.', '6. 다 삶아진 국수를 찬물에 헹궈 물기를 빼주세요.', '7. 삶은 국수를 그릇에 담고\n미리 만들어 놓은 육수를 뜨겁게 끓여\n국수에 붓고 그 위에 양념해 놓은 김치를 올려주면 끝\n멸치 김치 국수 완성']","['김치국수', '멸치국수', '잔치국수']"
1177,볶음우동,15,면/만두,,,"['우동사리 1', '양파 1/2개', '노랑파프리카 1/2개', '주황파프리카 1/2개', '부추 약간', '마늘 1', '청양고추 1', '굴소스 1', '고추기름 2', '올리브유 2', '간장 1', '후추 약간', '깨소금 약간']","['1. 양파 파프리카 부추는 곱게 채를 썰어주었어요. 그래야 면이랑 잘 섞어서 맛나게 드실수있답니다. 씻어놓은 채소들은 한번 헹궈서 사용해주시는게 좋답니다.', '2. 펜에 마늘 청양고추 올리브유 고추기름을 넣고 향을 한번 내주었답니다.', '3. 그리고 우동면을 넣고 달달달 구워주었답니다. 너무 센불에서 하면 타버리기때문에 중불에서 약불로 조절하면서 구워주세요. 이때 너무 자주 뒤집지 마시구요. 한쪽면이 노릇노릇하게 구워질때까지 가만히 두시면 된답니다.', '4. 노릇노릇 매콤매콤하게 구워진 면에 채소를 넣고 달달달 볶아주었어요 이때 굴소스와 간장을 넣은후에 볶으시면 되요. 조금 달달한게 좋으시다면 올리고당 반스푼만 넣으시면 된답니다.', '5. 노릇노릇하게 구워진 면과 아삭한 채소화의 궁합이 딱 맞는 구운볶음우동 완성이에요.']",[]
1178,잔치국수,2,면/만두,15,초급,"['소면 ', '양파 ', '당근 ', '진간장 ', '국간장 ', '계란 2개', '청양고추 ', '쪽파 ', '대파 ', '진간장 1/3컵', '국간장 1/3컵', '물 1/3컵', '고춧가루 1스푼', '다진마늘 1/2스푼', '설탕 1/2스푼', '참기름 3스푼', '으깬 깨 2스푼']","['1. 먼저 양념장을 만들어 주는데요. 청양고추와 파는 1:3 비율로 준비하고', '2. 국간장, 진간장 물은 1:1:1 비율로 준비해주세요.', '3. 그리고 분량대로 넣어 섞어주세요. 고춧가루 1스푼', '4. 다진마늘 반스푼', '5. 설탕 반스푼', '6. 참기름 3스푼', '7. 깨 으깨서 2스푼', '8. 아주 고소한 스멜 풍기는 양념장 완성. 이 양념장은 참깨와 참기름을 듬뿍 넣어주는게 포인트래요.', '9. 그리고 육수에 넣을 각종 야채를 손질해주심 되는데요. 잔치국수 하면 빼놓을수 없는 애호박이 있으면 더 좋지만 전 없어서 생략. 표고버섯도 있으면 넣어주면 좋아요. 저는 냉장고가 텅 양파와 당근만 준비해 주었어요.', '10. 계란 2개도 풀어서 준비.', '11. 자 이제 육수를 준비할껀데요. 백종원 잔치국수는 따로 멸치다시다 육수가 필요없다고 해요. 그냥 물로 끓여도 맛있다는 그 육수. 먼저 냄비에 물 2L를 넣고 팔팔 끓으면 진간장 3분의1컵, 국간장 3분의1컵 넣어주고 먹어보고 나머지 싱거운간은 소금으로 반스푼 정도 넣어 맞춰주심 되요. 저희는 간장이 좀 짠지 따로 소금을 안넣어도 되겠더라구요. 그리고 쫌전에 만든 양념장이 있기때문에 육수는 그닥 짭쪼름하게 안만드는게 좋을것 같아요.', '12. 국간장 진간장을 넣은 육수에 손질한 야채들을 넣어주세요.', '13. 그리고 팔팔 끓어 야채들이 어느정도 익었다 싶으면', '14. 풀어놓은 계란도 넣어주기.', '15. 육수가 참 특이하죠? 근데 보이는 비주얼보다 진짜 맛있다는거', '16. 그리고 이제 마지막으로 소면을 삶아주면 되는데요. 끓는물에 소면을 넣고 부르르 끓어오르면 찬물을 넣어주고 부르르 끓어오르면 찬물을 넣어주고 요렇게 2번정도 해주면 면이 적당히 익는다고 해요. 너무 쉽죠? 면이 다 익으면 찬물로 바로 고고씽. 찬물에 뽀득뽀득 면을 잘 씻겨주심 되요.', '17. 그릇에 면을 넣고 육수를 부어 양념장까지 올려주면 넘나 맛있는 잔치국수 완성. 하얀국물이 아니라서 평소먹어본 잔치국수랑은 좀 다른것 같지만 맛은 매우 맛있다는거. 굿이에용. 한그릇 순식간에 호로록. 위에 올리는 요 양념장이 고소하고 진짜 맛있더라구요. 양념장은 아무래도 많이 넣는게 아니라서 좀 남았는데 만두나 전이나 요런 간장을 찍어먹는음식 먹을때 찍어먹어도 넘나 좋겠더라구요. 너무 간단하면서도 맛보장 100% 해주는 잔치국수 황금레시피. 뜨끈하게 한그릇 해보세요.']","['소면', '잔치국수', '국수', '백종원', '백종원잔치국수']"
1179,김치수제비,3,면/만두,30,초급,"['밀가루 500g', '계란 1개', '애호박 ', '대파 ', '청양고추 ', '깨 ', '양파 ', '건새우 ', '다시마 ', '고추장 1/2큰술', '참기름 ']","['1. 밀가루 500g에 계란 1개와 소금 약간량을 넣은 후 물 260ml를 부어 반죽을 했어요. 반죽은 냉장실에 잠시 넣어 더욱 찰질 수 있도록 했어요.', '2. 다시마와 건새우를 끓여 육수를 만듭니다.', '3. 팬에 참기름 살짝 두른 후 잘 익은 묵은지 송송 썰어넣고 양파 채썰어 달달 볶아주었어요.', '4. 김치가 어느정도 볶아지면 건새우와 다시마 끓인 물을 부어줍니다.', '5. 고추장 1/2큰술을 풀어주었어요.', '6. 그리고 반죽을 조금씩 얇게 떼어 팔팔 끓여줍니다.', '7. 애호박을 넣어줍니다.', '8. 한소끔 끓인 후 청양고추와 대파를 넣어 더욱 얼큰하고 시원하게 끓여주세요.', '9. 마지막으로 깨와 참기름을 살짝 더해 고소함을 더해주세요.', '10. 얼큰한 김치수제비 완성.']",[]
